cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r
3,54.455376,-56.182219,6.9781,-43.2798,417860,SWIRE3_J002750.60-431616.9,6.96084,-43.27138,0.0158,0.0156,34,51.58,0.87,48.27,0.95,0.97,CA3,0,49.46,1.31,42.46,1.55,0.88,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,54.882072,122.056488,6.9781,-43.2798,417299,SWIRE3_J002759.00-431716.4,6.99585,-43.28789,0.0177,0.0172,34,61.03,0.77,61.52,0.91,0.38,CA0,0,51.52,1.1,47.81,1.2,0.38,CA0,0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
3,56.820238,178.810969,6.9781,-43.2798,417870,SWIRE3_J002754.85-431744.0,6.97855,-43.29558,0.0189,0.0169,34,36.53,0.65,40.32,0.93,0.05,CA2,0,47.41,1.07,47.14,1.41,0.14,CA0,0,59.15,5.29,54.73,5.59,0.06,CA0,0.0,62.04,4.58,51.32,5.4,0.33,CA0,0.0,581.05,25.93,454.98,29.25,0.34,CA0,0.0,,,,,,,,,,,,
3,58.072503,14.322511,6.9781,-43.2798,417174,SWIRE3_J002756.05-431551.0,6.98358,-43.26417,0.0233,0.0204,34,26.32,0.71,22.71,0.68,0.91,CA0,0,23.24,1.11,19.36,1.24,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,58.915533,115.214481,6.9781,-43.2798,417222,SWIRE3_J002759.62-431712.3,6.99844,-43.28677,0.0332,0.0294,34,12.58,0.52,14.24,0.81,0.0,CA0,0,16.52,0.87,14.41,0.92,0.58,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,60.952303,-154.567582,6.9781,-43.2798,418106,SWIRE3_J002752.34-431742.3,6.96811,-43.29509,0.0307,0.0346,34,9.04,0.45,9.27,0.58,0.42,CA0,0,13.01,0.91,11.99,1.01,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,61.423515,-117.399686,6.9781,-43.2798,418224,SWIRE3_J002749.74-431715.5,6.95729,-43.28765,0.00986,0.00997,34,148.24,1.08,133.8,0.99,0.98,CA0,0,95.35,1.43,85.0,1.37,0.97,CA0,0,69.09,4.38,61.76,5.36,0.3,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,62.181057,61.664561,6.9781,-43.2798,416964,SWIRE3_J002759.75-431617.7,6.99898,-43.2716,0.0154,0.0125,34,75.99,0.93,93.82,1.08,0.04,CA0,0,63.78,1.17,75.54,1.38,0.07,CA0,0,,,,,,,,394.88,5.39,429.81,8.68,0.23,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
3,62.308268,-81.468773,6.9781,-43.2798,418108,SWIRE3_J002749.10-431638.0,6.95459,-43.27723,0.019,0.0167,34,13.91,0.5,13.26,0.59,0.62,CA0,0,13.98,1.03,13.3,1.15,0.13,CA0,0,,,,,,,,88.27,6.08,51.87,4.04,0.47,CA0,0.0,,,,,,,,,,,,,,,,,,,
3,62.339147,41.700984,6.9781,-43.2798,416997,SWIRE3_J002758.54-431600.7,6.99392,-43.26687,0.0244,0.0241,34,25.36,0.63,25.13,0.65,0.81,CA2,0,17.2,0.85,16.41,0.9,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,64.354736,-86.962104,6.9781,-43.2798,418145,SWIRE3_J002748.85-431643.8,6.95358,-43.27885,0.0208,0.023,34,30.68,0.6,29.17,0.74,0.7,CA0,0,21.5,1.02,19.76,1.15,0.56,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,64.883312,-175.599678,6.9781,-43.2798,417958,SWIRE3_J002754.28-431751.9,6.9762,-43.29777,0.0123,0.0102,34,137.66,1.19,131.26,1.18,0.98,CA0,0,83.39,1.26,74.35,1.22,0.96,CA0,0,64.71,5.33,41.57,4.4,0.36,CA0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,65.266934,-149.559905,6.9781,-43.2798,418166,SWIRE3_J002751.71-431743.5,6.96548,-43.29543,0.0151,0.0152,34,67.92,0.74,71.01,0.85,0.73,CA3,0,59.37,1.15,61.86,1.59,0.17,CA3,0,39.17,3.73,49.61,4.02,0.36,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,
3,66.865203,-143.971504,6.9781,-43.2798,418218,SWIRE3_J002751.14-431741.3,6.96309,-43.29482,0.0151,0.0136,34,83.7,0.86,76.21,0.86,0.98,CA3,0,51.08,1.04,42.87,1.1,0.95,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,67.103633,-147.102342,6.9781,-43.2798,418200,SWIRE3_J002751.40-431743.6,6.96419,-43.29545,0.0196,0.0165,34,46.99,0.65,42.88,0.66,0.83,CA3,0,29.44,0.91,29.95,1.11,0.07,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,69.576945,-64.509715,6.9781,-43.2798,418016,SWIRE3_J002748.99-431617.3,6.95414,-43.27148,0.0213,0.0315,34,23.28,0.59,21.89,0.68,0.44,CA3,0,21.86,1.09,23.59,1.33,0.72,CA2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,69.871573,-17.309995,6.9781,-43.2798,417444,SWIRE3_J002752.84-431540.5,6.97017,-43.26127,0.0262,0.0255,34,18.83,0.65,16.32,0.78,0.71,CA0,0,13.58,0.84,12.0,0.97,0.51,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70.888344,15.772926,6.9781,-43.2798,417085,SWIRE3_J002756.50-431539.0,6.98545,-43.26085,0.0382,0.0311,34,11.97,0.58,10.83,0.62,0.6,CA0,0,10.65,0.96,10.62,1.12,0.42,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70.902558,86.778412,6.9781,-43.2798,416940,SWIRE3_J002801.22-431643.2,7.00511,-43.27869,0.0215,0.0183,34,44.54,0.7,44.29,0.78,0.15,CA0,0,39.31,0.94,36.44,0.96,0.2,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,71.2943,-110.275732,6.9781,-43.2798,418333,SWIRE3_J002748.61-431711.9,6.95258,-43.28666,0.0236,0.027,34,23.93,0.56,21.97,0.64,0.89,CA0,0,16.59,0.86,15.78,0.99,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,71.681868,179.267018,6.9781,-43.2798,417942,SWIRE3_J002754.82-431758.9,6.97845,-43.29971,0.0241,0.0257,34,20.2,0.66,17.64,0.71,0.62,CA0,0,17.28,0.85,14.38,0.95,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.236772,90.000031,8.9283,-43.0484,109816,SWIRE3_J003542.81-430254.2,8.92839,-43.0484,0.0139,0.0112,13,160.73,1.47,231.64,1.77,0.03,CA2,2,107.72,1.42,151.88,2.11,0.03,CA0,2,74.78,4.55,113.43,7.88,0.01,CA0,0.0,75.09,4.53,96.74,6.42,0.05,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,-99.0,-99.0,23.949,0.045,-99.0,-99.0,-99.0,22.963,-99.0,99.99,0.05,99.99
4,7.28086,-19.197243,8.9283,-43.0484,109797,SWIRE3_J003542.57-430247.3,8.92739,-43.04649,0.0157,0.0134,13,51.48,0.88,57.14,1.04,0.32,CA3,0,45.47,1.07,51.88,1.56,0.16,CA0,0,41.71,4.22,33.21,3.88,0.42,CA0,0.0,200.84,4.73,184.92,6.65,0.84,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,21.281,0.003,20.538,0.003,20.14,0.002,20.955,20.096,19.671,0.11,0.05,0.05
4,16.293693,-32.198563,8.9283,-43.0484,109828,SWIRE3_J003542.00-430240.4,8.925,-43.04457,0.0293,0.0318,13,17.88,0.62,18.62,0.82,0.01,CA0,0,15.87,0.86,15.78,1.05,0.0,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.139,0.027,-99.0,-99.0,23.07,0.02,23.412,-99.0,22.205,0.0,99.99,0.0
4,18.579653,38.126369,8.9283,-43.0484,109558,SWIRE3_J003543.83-430239.6,8.93266,-43.04434,0.00634,0.00652,13,167.7,1.46,166.31,1.44,0.93,CA3,-1,341.31,2.25,316.13,2.02,0.98,CA2,-1,618.39,7.39,556.03,7.31,0.8,CA0,0.0,1139.31,6.65,1074.11,8.05,0.88,CA0,-1.0,2042.77,32.77,1806.75,43.03,0.88,CA2,0.0,-99.0,-99.0,-99.0,-99.0,23.928,0.047,-99.0,-99.0,23.754,99.99,99.99,0.7
4,19.100437,90.542434,8.9283,-43.0484,109571,SWIRE3_J003544.53-430254.4,8.93556,-43.04845,0.0246,0.0323,13,15.44,0.59,13.97,0.63,0.12,CA0,0,11.7,0.83,8.95,0.95,0.66,CA0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,19.275106,2.268625,8.9283,-43.0484,109641,SWIRE3_J003542.86-430234.9,8.92859,-43.04305,0.0132,0.0138,13,61.87,0.96,66.72,1.09,0.15,CA0,0,57.88,1.14,57.57,1.45,0.1,CA0,0,,,,,,,,201.82,4.77,190.79,7.08,0.15,CA0,0.0,,,,,,,,21.555,0.003,20.538,0.003,20.075,0.002,21.059,20.005,19.524,0.03,0.04,0.04
4,19.321125,136.45415,8.9283,-43.0484,109749,SWIRE3_J003544.00-430308.2,8.93336,-43.05229,0.0251,0.025,13,18.76,0.57,15.19,0.68,0.32,CA0,0,16.9,0.86,12.54,1.03,0.04,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.463,0.039,23.841,0.043,23.174,0.024,24.266,23.603,22.911,0.22,0.33,0.09
4,20.533834,110.100567,8.9283,-43.0484,109613,SWIRE3_J003544.55-430301.2,8.93563,-43.05036,0.0244,0.0206,13,45.62,0.84,56.5,1.11,0.23,CA3,0,33.1,0.97,45.81,1.82,0.13,CA3,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.906,0.049,-99.0,-99.0,23.416,99.99,99.99,0.65
4,22.44988,21.303563,8.9283,-43.0484,109550,SWIRE3_J003543.53-430233.3,8.9314,-43.04259,0.00965,0.0153,13,88.38,1.11,95.95,1.14,0.21,CA3,0,68.94,1.21,70.14,1.44,0.06,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23.422737,174.845309,8.9283,-43.0484,109956,SWIRE3_J003542.98-430317.5,8.9291,-43.05488,0.0392,0.0425,13,10.98,0.57,17.72,1.0,0.0,CA0,0,10.13,0.81,15.63,1.29,0.6,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.242,0.035,24.081,0.05,23.521,0.031,23.05,23.369,22.694,0.0,0.12,0.0
4,25.217101,-37.464916,8.9283,-43.0484,109857,SWIRE3_J003541.39-430234.2,8.92247,-43.04284,0.0149,0.0154,13,49.97,0.88,53.35,0.93,0.05,CA3,0,50.78,1.1,54.89,1.43,0.09,CA3,0,,,,,,,,132.64,4.57,159.58,7.39,0.17,CA0,0.0,490.29,27.0,538.43,33.55,0.29,CA2,0.0,21.902,0.004,20.836,0.003,20.371,0.002,21.241,20.187,19.697,0.03,0.03,0.03
4,25.249791,113.531881,8.9283,-43.0484,109592,SWIRE3_J003544.90-430304.3,8.9371,-43.0512,0.0219,0.0189,13,57.71,0.88,85.52,1.25,0.12,CA3,0,41.6,1.03,59.77,1.87,0.24,CA3,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.76,0.042,-99.0,-99.0,23.062,99.99,99.99,0.1
4,25.529806,19.130981,8.9283,-43.0484,109521,SWIRE3_J003543.55-430230.1,8.93148,-43.0417,0.0129,0.0117,13,108.72,1.25,162.97,1.47,0.03,CA3,0,78.9,1.28,111.7,1.88,0.03,CA3,0,62.52,4.44,101.03,6.68,0.01,CA0,0.0,,,,,,,,580.91,31.74,575.48,35.64,0.09,CA2,0.0,,,,,,,,,,,,
4,26.006846,129.758922,8.9283,-43.0484,109662,SWIRE3_J003544.61-430310.8,8.9359,-43.05302,0.0177,0.0193,13,54.2,0.85,63.52,1.05,0.5,CA3,0,39.75,0.89,37.1,1.09,0.27,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.786,0.044,-99.0,-99.0,23.507,99.99,99.99,0.0
4,26.802749,-43.172276,8.9283,-43.0484,109900,SWIRE3_J003541.11-430234.6,8.92133,-43.04297,0.0168,0.0153,13,46.16,0.89,44.33,0.88,0.21,CA3,0,47.18,1.08,66.23,1.71,0.03,CA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,28.228658,161.134297,8.9283,-43.0484,109890,SWIRE3_J003543.62-430320.9,8.93177,-43.05582,0.0199,0.0282,13,36.37,0.74,52.04,1.12,0.02,CA3,0,32.75,0.85,48.07,1.54,0.15,CA1,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,22.758,0.016,21.913,0.007,-99.0,21.422,20.782,99.99,0.0,0.02
4,30.622184,-52.147593,8.9283,-43.0484,109980,SWIRE3_J003540.58-430235.4,8.91911,-43.04318,0.0226,0.0168,13,39.51,0.88,59.42,1.49,0.02,CA3,0,39.25,1.08,45.61,1.58,0.02,CA0,0,,,,,,,,76.48,4.8,112.69,7.6,0.04,CA0,0.0,,,,,,,,22.286,0.006,21.278,0.004,20.757,0.003,21.431,20.405,19.982,0.02,0.03,0.03
4,33.172416,166.238214,8.9283,-43.0484,109946,SWIRE3_J003543.51-430326.4,8.9313,-43.05735,0.017,0.0156,13,34.51,0.68,31.06,0.64,0.79,CA3,0,39.44,0.79,38.52,0.93,0.79,CA3,0,,,,,,,,111.35,3.63,263.34,8.11,0.58,CA2,0.0,,,,,,,,23.417,0.014,22.28,0.011,21.659,0.006,23.06,21.968,21.37,0.33,0.54,0.92
4,33.523776,173.376664,8.9283,-43.0484,110026,SWIRE3_J003543.14-430327.5,8.92977,-43.05765,0.0122,0.0147,13,121.24,1.18,151.62,1.38,0.21,CA3,1,91.37,1.17,118.19,1.71,0.7,CA3,0,59.82,4.17,80.19,5.66,0.3,CA0,0.0,,,,,,,,881.66,25.73,1087.18,40.24,0.04,CA2,0.0,23.665,0.018,22.844,0.017,22.063,0.008,23.275,22.487,21.517,0.16,0.2,0.41
4,33.65903,121.754013,8.9283,-43.0484,109575,SWIRE3_J003545.40-430311.9,8.93918,-43.05332,0.0243,0.0207,13,35.01,0.65,43.34,0.95,0.84,CA2,0,29.66,0.76,31.92,1.22,0.64,CA0,0,,,,,,,,28.88,3.41,13.11,2.35,0.35,CA0,0.0,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.377,0.076,-99.0,-99.0,24.273,99.99,99.99,0.49
4,33.896156,-142.80461,8.9283,-43.0484,110286,SWIRE3_J003540.92-430321.2,8.92051,-43.0559,0.0293,0.0341,13,10.79,0.52,12.19,0.69,0.36,CA0,0,10.35,1.01,9.53,1.03,0.62,CA0,0,,,,,,,,,,,,,,,,,,,,,,24.348,0.038,24.103,0.05,23.627,0.034,24.09,23.807,23.254,0.0,0.15,0.0
4,34.685795,155.682803,8.9283,-43.0484,109866,SWIRE3_J003544.09-430325.8,8.93373,-43.05718,0.02,0.0165,13,72.56,0.94,98.04,1.24,0.03,CA3,2,61.79,0.92,75.62,1.34,0.01,CA3,0,37.49,4.04,27.95,3.94,0.03,CA0,0.0,70.19,3.43,129.88,7.29,0.03,CA0,0.0,,,,,,,,22.551,0.007,21.483,0.006,20.96,0.004,21.551,20.491,20.014,0.01,0.02,0.03
4,37.124667,-85.611254,8.9283,-43.0484,110277,SWIRE3_J003539.41-430251.3,8.91423,-43.04761,0.0246,0.0221,13,24.93,0.68,23.38,0.76,0.47,CA0,0,15.47,1.01,11.74,0.8,0.29,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,23.798,0.039,-99.0,-99.0,23.411,99.99,99.99,0.08
4,40.716159,132.566071,8.9283,-43.0484,109621,SWIRE3_J003545.52-430321.7,8.9397,-43.05605,0.0204,0.0192,13,40.83,0.7,39.69,0.76,0.9,CA0,0,27.87,0.72,26.12,0.81,0.61,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.064,0.057,-99.0,-99.0,23.713,99.99,99.99,0.65
4,41.243594,93.959373,8.9283,-43.0484,109318,SWIRE3_J003546.54-430257.0,8.94394,-43.04919,0.0293,0.0324,13,15.22,0.56,17.15,0.75,0.3,CA0,0,10.75,0.73,10.59,0.9,0.27,CA0,0,,,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,24.675,0.095,-99.0,-99.0,24.79,99.99,99.99,0.48
4,42.465917,163.667875,8.9283,-43.0484,109963,SWIRE3_J003543.88-430334.9,8.93284,-43.05972,0.0203,0.0168,13,30.87,0.72,33.65,0.91,0.05,CA0,0,42.64,0.85,43.05,1.14,0.11,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,537.12,25.86,660.85,29.52,0.3,CA3,0.0,,,,,,,,,,,,
