cntr_01,dist_x,pang_x,ra_01,dec_01,cntr,object,ra,dec,unc_ra,unc_dec,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24
1,0.339495,148.029161,36.0999,-2.96742,118144,SWIRE2_J022423.98-025802.9,36.09995,-2.9675,0.0108,0.0112,14,103.46,1.17,99.74,1.18,0.48,CA0,0,92.55,1.35,90.76,1.58,0.14,CA0,0,67.36,4.95,57.8,6.46,0.02,CA0,0.0,60.67,5.31,54.87,4.76,0.46,CA0,0.0,,,,,,,
1,6.319824,16.86546,36.0999,-2.96742,118211,SWIRE2_J022424.09-025756.6,36.10041,-2.96574,0.0258,0.0244,14,25.23,0.71,32.38,1.06,0.1,CA3,0,21.11,0.94,24.89,1.35,0.11,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,7.176898,-43.336702,36.0999,-2.96742,118230,SWIRE2_J022423.64-025757.4,36.09853,-2.96597,0.0195,0.0188,14,30.77,0.75,39.35,1.27,0.14,CA0,0,38.58,1.06,31.45,1.21,0.34,CA0,0,52.19,5.05,58.71,5.16,0.37,CA0,0.0,,,,,,,,,,,,,,
1,7.944515,146.489343,36.0999,-2.96742,118049,SWIRE2_J022424.26-025809.3,36.10112,-2.96926,0.0273,0.0303,14,15.27,0.61,12.92,0.57,0.8,CA0,0,9.49,0.85,6.83,0.55,0.49,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,10.59602,15.951846,36.0999,-2.96742,118254,SWIRE2_J022424.17-025752.5,36.10071,-2.96459,0.0139,0.0141,14,90.16,1.13,104.83,1.3,0.08,CA3,0,60.58,1.17,71.11,1.61,0.44,CA3,0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0,,,,,,,,,,,,,,
1,10.817384,68.526169,36.0999,-2.96742,118152,SWIRE2_J022424.64-025758.7,36.1027,-2.96632,0.0267,0.0248,14,17.79,0.63,17.08,0.84,0.55,CA0,0,15.19,0.89,16.79,1.16,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,11.788009,37.14778,36.0999,-2.96742,118228,SWIRE2_J022424.45-025753.3,36.10188,-2.96481,0.0162,0.0158,14,65.13,0.98,76.38,1.16,0.04,CA3,0,46.41,1.09,61.7,1.78,0.31,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,15.002946,176.565494,36.0999,-2.96742,117980,SWIRE2_J022424.03-025817.6,36.10015,-2.97158,0.0206,0.022,14,30.94,0.74,27.5,0.72,0.97,CA0,0,21.1,1.0,17.25,0.91,0.54,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,15.39615,61.966604,36.0999,-2.96742,118174,SWIRE2_J022424.88-025755.4,36.10368,-2.96541,0.0436,0.0378,14,10.42,0.59,16.59,1.07,0.01,CA1,0,9.62,0.86,16.51,1.25,0.38,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,15.96098,-28.670979,36.0999,-2.96742,118354,SWIRE2_J022423.46-025748.7,36.09777,-2.96353,0.0258,0.0262,14,18.14,0.65,16.36,0.92,0.19,CA0,0,10.06,0.87,7.47,0.68,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,16.908918,28.4421,36.0999,-2.96742,118293,SWIRE2_J022424.51-025747.8,36.10214,-2.96329,0.031,0.0238,14,31.65,0.76,43.04,1.17,0.02,CA3,0,23.67,0.96,31.08,1.54,0.0,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,18.299016,43.288791,36.0999,-2.96742,118247,SWIRE2_J022424.81-025749.3,36.10339,-2.96372,0.0228,0.0221,14,39.81,0.87,50.94,1.22,0.52,CA3,0,24.63,0.96,31.34,1.51,0.22,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,19.416198,-6.378654,36.0999,-2.96742,118400,SWIRE2_J022423.83-025743.4,36.0993,-2.96206,0.0328,0.0235,14,20.68,0.65,22.2,0.92,0.92,CA0,0,17.79,0.93,20.64,1.32,0.68,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,20.42814,-84.945045,36.0999,-2.96742,118255,SWIRE2_J022422.61-025800.9,36.09424,-2.96692,0.017,0.0178,14,51.79,1.1,55.03,1.38,0.65,CA0,0,34.08,1.26,37.14,1.84,0.16,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,21.831316,35.775815,36.0999,-2.96742,118311,SWIRE2_J022424.82-025744.9,36.10345,-2.9625,0.0257,0.024,14,33.82,0.84,36.66,1.12,0.29,CA3,0,23.12,0.95,21.55,0.95,0.22,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,22.551012,64.46766,36.0999,-2.96742,118173,SWIRE2_J022425.33-025752.9,36.10556,-2.96472,0.0258,0.0223,14,28.99,0.8,28.43,0.93,0.18,CA0,0,17.0,0.92,19.52,1.32,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,27.726581,130.091114,36.0999,-2.96742,117875,SWIRE2_J022425.39-025820.5,36.1058,-2.97238,0.0199,0.0182,14,17.39,0.63,22.49,0.93,0.75,CA0,0,27.36,0.97,26.11,1.18,0.63,CA0,0,68.69,4.89,59.59,6.33,0.05,CA0,0.0,101.15,5.36,67.56,5.59,0.52,CA0,0.0,-99.0,-99.0,-99.0,-99.0,-9.0,,-99.0
1,28.786067,81.079057,36.0999,-2.96742,118070,SWIRE2_J022425.87-025758.2,36.10781,-2.96618,0.0275,0.0308,14,14.34,0.74,15.47,0.93,0.05,CA0,0,17.65,1.02,17.84,1.27,0.61,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,30.345368,-123.970774,36.0999,-2.96742,118053,SWIRE2_J022422.29-025819.6,36.0929,-2.97213,0.0248,0.0293,14,15.07,0.76,12.8,1.12,0.12,CA0,0,17.84,1.12,16.35,1.38,0.64,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,35.381465,-116.335444,36.0999,-2.96742,118095,SWIRE2_J022421.85-025818.4,36.09108,-2.97178,0.0298,0.0255,14,18.14,0.79,19.55,1.2,0.18,CA0,0,22.44,1.17,22.61,1.82,0.06,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,35.975599,67.278141,36.0999,-2.96742,118166,SWIRE2_J022426.19-025748.8,36.10913,-2.96356,0.0195,0.0205,14,53.65,1.14,67.17,1.36,0.03,CA0,0,34.95,1.13,42.29,1.69,0.01,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,38.383075,-64.798136,36.0999,-2.96742,118506,SWIRE2_J022421.65-025746.3,36.09024,-2.96288,0.0303,0.027,14,20.39,0.74,20.12,0.83,0.19,CA0,0,14.31,1.17,18.92,1.69,0.09,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,39.586255,129.4703,36.0999,-2.96742,117757,SWIRE2_J022426.01-025827.8,36.1084,-2.97441,0.0234,0.0251,14,25.2,0.75,22.0,0.72,0.58,CA3,0,19.24,0.93,24.85,1.4,0.63,CA2,0,,,,,,,,,,,,,,,,,,,,,
1,40.693521,-95.330151,36.0999,-2.96742,118275,SWIRE2_J022421.27-025806.4,36.08863,-2.96847,0.0171,0.0176,14,34.2,0.94,32.14,1.11,0.96,CA0,0,26.39,1.18,25.81,1.35,0.71,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,40.752051,84.881412,36.0999,-2.96742,118016,SWIRE2_J022426.68-025759.0,36.11119,-2.96641,0.0251,0.0253,14,22.78,0.83,22.07,0.89,0.69,CA3,0,16.94,1.01,17.33,1.34,0.59,CA1,0,,,,,,,,,,,,,,,,,,,,,
1,41.774206,110.269632,36.0999,-2.96742,117834,SWIRE2_J022426.59-025817.1,36.1108,-2.97144,0.0278,0.0238,14,18.73,0.79,17.35,0.78,0.21,CA0,0,21.14,1.02,18.83,1.17,0.71,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,43.062837,-136.731341,36.0999,-2.96742,117917,SWIRE2_J022422.00-025834.0,36.09169,-2.97613,0.00558,0.00547,14,417.33,2.69,371.22,2.31,0.99,CA0,-1,250.54,2.34,223.71,2.19,0.99,CA0,0,156.03,6.98,160.39,8.74,0.11,CA0,0.0,111.28,6.63,78.89,6.66,0.49,CA0,0.0,,,,,,,
1,43.921681,82.417321,36.0999,-2.96742,118026,SWIRE2_J022426.88-025756.9,36.11201,-2.96581,0.0176,0.0197,14,45.47,1.05,50.65,1.2,0.07,CA2,0,34.53,1.26,43.2,1.91,0.41,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,44.425026,122.168205,36.0999,-2.96742,117750,SWIRE2_J022426.48-025826.3,36.11036,-2.97399,0.0243,0.0284,14,15.06,0.71,16.56,0.86,0.84,CA0,0,12.34,0.96,9.58,0.88,0.57,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,46.216411,-128.718576,36.0999,-2.96742,117972,SWIRE2_J022421.56-025831.6,36.08987,-2.97545,0.0215,0.031,14,23.74,0.87,31.93,1.37,0.06,CA0,0,23.8,1.19,34.68,2.08,0.03,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,47.449687,71.281183,36.0999,-2.96742,118128,SWIRE2_J022426.97-025747.4,36.1124,-2.96319,0.0196,0.0169,14,32.4,0.92,26.95,0.83,0.94,CA0,0,34.17,1.26,32.29,1.56,0.82,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,47.678669,-92.423706,36.0999,-2.96742,118339,SWIRE2_J022420.79-025804.7,36.08665,-2.96798,0.0144,0.0143,14,71.71,1.23,70.27,1.36,0.96,CA2,0,48.96,1.36,45.53,1.62,0.55,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,50.406983,55.900466,36.0999,-2.96742,118310,SWIRE2_J022426.76-025734.4,36.11151,-2.95957,0.0232,0.0204,14,28.05,0.87,24.23,0.81,0.95,CA0,0,20.83,1.15,22.34,1.51,0.36,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,51.199537,-59.023436,36.0999,-2.96742,118635,SWIRE2_J022421.04-025736.3,36.08769,-2.9601,0.0169,0.0168,14,54.54,0.89,48.79,0.88,0.98,CA0,0,35.68,1.13,37.99,1.48,0.27,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,51.77682,-38.473491,36.0999,-2.96742,118722,SWIRE2_J022421.82-025722.1,36.09094,-2.95616,0.0271,0.0278,14,22.25,0.7,27.05,0.95,0.49,CA0,0,16.81,0.94,18.3,1.25,0.46,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,52.584539,-125.009286,36.0999,-2.96742,117989,SWIRE2_J022421.10-025832.8,36.08792,-2.9758,0.0157,0.0143,14,61.08,1.16,56.46,1.19,0.92,CA0,0,40.13,1.3,36.17,1.31,0.86,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,53.491476,152.501295,36.0999,-2.96742,117544,SWIRE2_J022425.62-025850.1,36.10677,-2.9806,0.0168,0.0163,14,55.0,0.9,52.85,0.89,0.91,CA0,0,43.8,1.07,40.47,1.3,0.24,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,57.882072,86.505985,36.0999,-2.96742,117956,SWIRE2_J022427.83-025759.1,36.11597,-2.96644,0.0255,0.025,14,22.09,0.83,20.74,0.94,0.25,CA0,0,20.9,1.15,22.63,1.77,0.45,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,61.145791,13.291106,36.0999,-2.96742,118744,SWIRE2_J022424.91-025703.2,36.10381,-2.95089,0.0296,0.0382,14,11.3,0.66,8.83,0.57,0.64,CA0,0,8.52,0.81,7.7,0.84,0.33,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,62.60571,-58.641311,36.0999,-2.96742,118720,SWIRE2_J022420.40-025730.1,36.08503,-2.95837,0.0294,0.0287,14,13.1,0.63,15.45,0.88,0.48,CA0,0,14.01,0.9,14.86,1.12,0.59,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,63.899597,-34.943141,36.0999,-2.96742,118863,SWIRE2_J022421.53-025710.3,36.08972,-2.95287,0.0199,0.0194,14,42.6,0.97,47.47,1.24,0.46,CA3,0,33.66,1.02,38.84,1.64,0.15,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,64.570688,-91.949426,36.0999,-2.96742,118415,SWIRE2_J022419.66-025804.9,36.08195,-2.96803,0.0249,0.026,14,13.75,0.73,11.05,0.7,0.74,CA0,0,14.99,1.09,12.04,1.14,0.53,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,64.672019,-137.383454,36.0999,-2.96742,117808,SWIRE2_J022421.05-025850.3,36.08772,-2.98064,0.0278,0.0244,14,18.58,0.81,22.25,1.3,0.17,CA2,0,13.55,1.1,16.04,1.42,0.5,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,65.547506,-32.477804,36.0999,-2.96742,118895,SWIRE2_J022421.62-025707.4,36.09011,-2.95206,0.0193,0.023,14,33.91,0.84,41.89,1.16,0.61,CA3,0,22.99,0.94,19.63,0.98,0.6,CA3,0,,,,,,,,,,,,,,,,,,,,,
1,66.616039,84.698199,36.0999,-2.96742,117950,SWIRE2_J022428.40-025756.5,36.11835,-2.96571,0.0216,0.0211,14,22.36,0.82,23.04,1.05,0.9,CA0,0,19.26,1.13,16.19,1.27,0.68,CA0,0,,,,,,,,,,,,,,,,,,,,,
1,69.494114,22.766263,36.0999,-2.96742,118740,SWIRE2_J022425.77-025658.6,36.10738,-2.94962,0.0215,0.0227,14,16.38,0.7,16.43,0.88,0.82,CA0,0,10.91,0.89,12.01,1.05,0.43,CA0,0,48.6,5.9,20.55,4.42,0.43,CA0,0.0,,,,,,,,,,,,,,
1,69.595707,-76.844658,36.0999,-2.96742,118615,SWIRE2_J022419.45-025746.8,36.08105,-2.96302,0.00774,0.00817,14,198.75,1.56,180.95,1.39,0.98,CA2,0,130.54,1.62,121.2,1.71,0.97,CA0,0,115.99,5.54,134.9,8.46,0.0,CA0,0.0,42.01,5.73,26.93,4.22,0.37,CA0,0.0,,,,,,,
1,70.384433,-73.080838,36.0999,-2.96742,118653,SWIRE2_J022419.48-025742.2,36.08117,-2.96173,0.0335,0.0246,14,13.9,0.6,18.26,0.98,0.12,CA3,0,16.62,1.04,22.94,1.53,0.25,CA1,0,,,,,,,,,,,,,,,,,,,,,
